"COMID","COMCODE","COMTYPE","TYPEDESCR","COMNAME","COMLEVEL","PARENTNAME","PARENTCOMCODE","COMSTATE","STATENAME","STREET1","STREET2","CITY","STATE","ZIP","PHONE","FAX","EMAIL","URL","CHAIRLNAME","CHAIRFNAME","CHAIRMNAME","CHAIROCODE","CHAIRDESC","RMMLNAME","RMMFNAME","RMMMNAME","RMMOCODE","RMMDESC","SD1LNAME","SD1FNAME","SD1MNAME","SD1TITLE","SD1MAJMIN","SD1PHONE","SD1EMAIL","GC1LNAME","GC1FNAME","GC1MNAME","GC1TITLE","GC1MAJMIN","GC1PHONE","GC1EMAIL","PS1LNAME","PS1FNAME","PS1MNAME","PS1TITLE","PS1MAJMIN","PS1PHONE","PS1EMAIL","PM1LNAME","PM1FNAME","PM1MNAME","PM1TITLE","PM1MAJMIN","PM1PHONE","PM1EMAIL","CK1LNAME","CK1FNAME","CK1MNAME","CK1TITLE","CK1MAJMIN","CK1PHONE","CK1EMAIL","SD2LNAME","SD2FNAME","SD2MNAME","SD2TITLE","SD2MAJMIN","SD2PHONE","SD2EMAIL","GC2LNAME","GC2FNAME","GC2MNAME","GC2TITLE","GC2MAJMIN","GC2PHONE","GC2EMAIL","PS2LNAME","PS2FNAME","PS2MNAME","PS2TITLE","PS2MAJMIN","PS2PHONE","PS2EMAIL","PM2LNAME","PM2FNAME","PM2MNAME","PM2TITLE","PM2MAJMIN","PM2PHONE","PM2EMAIL","CK2LNAME","CK2FNAME","CK2MNAME","CK2TITLE","CK2MAJMIN","CK2PHONE","CK2EMAIL"
24601,"IDJCCS","SJ","State Joint","Joint Committee on Capitol Services","Committee","","",4,"Idaho","State Capitol","514 West Jefferson Street","Boise","ID","83720","(208) 334-2475","","","http://legislature.idaho.gov/sessioninfo/2016/interim/capitolservices.htm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24602,"IDJOCCJR","SJ","State Joint","Joint Oversight Committee on Criminal Justice Reinvestment","Committee","","",4,"Idaho","State Capitol","514 West Jefferson Street","Boise","ID","83720","(208) 334-2475","","","http://legislature.idaho.gov/sessioninfo/2016/interim/criminaljustice.htm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24603,"IDJICEAI","SJ","State Joint","Joint Interim Committee on Endowment Asset Issues","Committee","","",4,"Idaho","State Capitol","514 West Jefferson Street","Boise","ID","83720","(208) 334-2475","","","http://www.legislature.idaho.gov/sessioninfo/2014/interim/endowment.htm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24604,"IDJICEET","SJ","State Joint","Joint Interim Committee on Energy, Environment and Technology","Committee","","",4,"Idaho","State Capitol","514 West Jefferson Street","Boise","ID","83720","(208) 334-2475","","","http://www.legislature.idaho.gov/sessioninfo/2014/interim/energy.htm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24605,"IDJICFL","SJ","State Joint","Joint Interim Committee on Federal Lands","Committee","","",4,"Idaho","State Capitol","514 West Jefferson Street","Boise","ID","83720","(208) 334-2475","","","http://www.legislature.idaho.gov/sessioninfo/2014/interim/lands.htm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24606,"IDJTFHC","SJ","State Joint","Joint Task Force on Health Care","Committee","","",4,"Idaho","State Capitol","514 West Jefferson Street","Boise","ID","83720","(208) 334-2475","","","http://www.legislature.idaho.gov/sessioninfo/2014/interim/healthcare.htm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24607,"IDJCIA","SJ","State Joint","Joint Council on Indian Affairs","Committee","","",4,"Idaho","State Capitol","514 West Jefferson Street","Boise","ID","83720","(208) 334-2475","","","http://legislature.idaho.gov/sessioninfo/2016/interim/indaff.htm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24608,"IDJICNR","SJ","State Joint","Joint Interim Committee on Natural Resources","Committee","","",4,"Idaho","State Capitol","514 West Jefferson Street","Boise","ID","83720","(208) 334-2475","","","http://legislature.idaho.gov/sessioninfo/2016/interim/resources.htm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24609,"IDJICPDR","SJ","State Joint","Joint Interim Committee on Public Defense Reform","Committee","","",4,"Idaho","State Capitol","514 West Jefferson Street","Boise","ID","83720","(208) 334-2475","","","http://www.legislature.idaho.gov/sessioninfo/2014/interim/defense.htm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24610,"KSSCLG","SS","State Senate","Senate Committee on Local Government","Committee","","",8,"Kansas","Room 159-S Kansas State Capitol","300 SW 10th Street","Topeka","KS","66612-1504","(785) 296-2456","","","http://www.kslegislature.org/li/b2015_16/committees/ctte_s_loc_govt_1/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24611,"IAJLCSFFR","SJ","State Joint","Joint Legislative Council Committee on School Finance Formula Review","Committee","","",7,"Iowa","State Capitol","1007 East Grand Avenue","Des Moines","IA","50319","(515) 281-3371","","","http://www.legis.iowa.gov/committees/committee?ga=86&groupID=21383","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24616,"KSJCHCSFO","SJ","State Joint","Joint Oversight Committee on Health Care Stabilization Fund","Committee","","",8,"Kansas","Kansas State Capitol","300 SW Tenth Street","Topeka","KS","66612-1504","(782) 296-2456","","","http://kslegislature.org/li/b2017_18/committees/ctte_hcsf_1/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24621,"KSSSCK","SS","State Senate","Senate Select Committee on KPERS","Committee","","",8,"Kansas","Kansas State Capitol","300 SW 10th Street","Topeka","KS","66612-1504","(782) 296-6817","","","http://www.kslegislature.org/li/b2015_16/committees/ctte_s_kpers_slct_1/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24622,"KSJSCT","SJ","State Joint","Joint Study Committee on Telecommunications","Committee","","",8,"Kansas","Kansas State Capitol","300 SW Tenth Street","Topeka","KS","66612-1504","(782) 296-2456","","","http://www.kslegislature.org/li/b2015_16/committees/ctte_jt_telecommunications_study_committee_1/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24624,"KSJCHCBSKO","SJ","State Joint","Joint Robert G. (Bob) Bethell Committee on Home and Community Based Services and KanCare Oversight","Committee","","",8,"Kansas","Kansas State Capitol","300 SW Tenth Street","Topeka","KS","66612-1504","(782) 296-2456","","","http://kslegislature.org/li/b2017_18/committees/ctte_jt_robert_g_bob_bethell_joint_committee_1/","Hawkins","Daniel","R.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24625,"INSCFCS","SS","State Senate","Senate Committee on Family and Children Services","Committee","","",6,"Indiana","State House","200 West Washington Street","Indianapolis","IN","46204-2785","(317) 232-9400","","","http://iga.in.gov/legislative/2018/committees/family_and_children","Grooms","Ron","","CHM","Chairman","Lanane","Tim","","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24626,"INSCNR","SS","State Senate","Senate Committee on Natural Resources","Committee","","",6,"Indiana","State House","200 West Washington Street","Indianapolis","IN","46204-2785","(317) 232-9400","","","http://iga.in.gov/legislative/2018/committees/natural_resources","Glick","Susan","","CHM","Chairman","Melton","Eddie","","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24627,"INSCVAM","SS","State Senate","Senate Committee on Veterans Affairs and the Military","Committee","","",6,"Indiana","State House","200 West Washington Street","Indianapolis","IN","46204-2785","(317) 232-9400","","","http://iga.in.gov/legislative/2018/committees/veterans_affairs_the_military","Delph","Mike","","CHM","Chairman","Niezgodski","David","L.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24628,"INSCAPP05","SS","State Senate","Subcommittee on School Funding","Subcommittee","Senate Committee on Appropriations","INSCAPP",6,"Indiana","State House","200 West Washington Street","Indianapolis","IN","46204-2785","(317) 232-9400","","","http://iga.in.gov/legislative/2018/committees/school_funding_subcommittee","Bassler","Eric","S.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24629,"FLHCHHS05","SH","State House","Subcommittee on Children, Families and Seniors","Subcommittee","House Committee on Health and Human Services","FLHCHHS",1,"Florida","Room 214 House Office Building","402 South Monroe Street","Tallahassee","FL","32399-1300","(850) 717-4840","","","http://www.myfloridahouse.gov/Sections/Committees/committeesdetail.aspx?CommitteeId=2916","Harrell","Gayle","B.","CHM","Chairman","McGhee","Kionne","L.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24630,"FLHCFT","SH","State House","House Committee on Finance and Tax","Committee","","",1,"Florida","Room 221 The Capitol","402 South Monroe Street","Tallahassee","FL","32399-1300","(850) 717-4812","","","http://www.myfloridahouse.gov/Sections/Committees/committeesdetail.aspx?CommitteeId=2856","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24631,"FLHCLFA05","SH","State House","Subcommittee on Local Government Affairs","Subcommittee","House Committee on Local and Federal Affairs","FLHCLFA",1,"Florida","Room 317 House Office Building","402 South Monroe Street","Tallahassee","FL","32399-1300","(850) 717-4861","","","http://www.myfloridahouse.gov/Sections/Committees/committeesdetail.aspx?CommitteeId=2836","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24636,"AZSCF","SS","State Senate","Senate Committee on Finance","Committee","","",18,"Arizona","Capitol Complex- Senate","1700 West Washington Street","Phoenix","AZ","85007-2890","(602) 926-3559","","","http://apps.azleg.gov/BillStatus/CommitteeOverView?SessionID=119","Farnsworth","David","C.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24637,"AZSCSDBR","SS","State Senate","Senate Committee on State Debt and Budget Reform","Committee","","",18,"Arizona","Capitol Complex- Senate","1700 West Washington Street","Phoenix","AZ","85007-2890","(602) 926-3559","","","http://apps.azleg.gov/BillStatus/CommitteeOverView/?commid=1399&sessionId=115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
