"OFCID","OFCTYPE","TYPEDESCR","OFCNAME","OFCSTATE","STATENAME","OFCORDER","STREET1","STREET2","CITY","STATE","ZIP","PHONE","FAX","EMAIL","URL","OFFICERLNAME","OFFICERFNAME","OFFICERMNAME","SDLNAME","SDFNAME","SDMNAME","SDTITLE","SDPHONE","SDEMAIL","GCLNAME","GCFNAME","GCMNAME","GCTITLE","GCPHONE","GCEMAIL","LDLNAME","LDFNAME","LDMNAME","LDTITLE","LDPHONE","LDEMAIL","PSLNAME","PSFNAME","PSMNAME","PSTITLE","PSPHONE","PSEMAIL"
1584,"SH","State House","General Assembly Appropriations Officer",31,"New Jersey",44,"State House","125 West State Street","Trenton","NJ","08625","(609) 847-3400","(609) 633-9806","AsmWebber@njleg.org","http://www.njleg.state.nj.us/members/leadership.asp","Webber","Jay","","","","","","","","","","","","","","","","","","","","","","","","",""
1585,"SH","State House","General Assembly Minority Policy Co-Chair",31,"New Jersey",40,"State House","125 West State Street","Trenton","NJ","08625","(609) 847-3400","(609) 633-9806","AsmRumpf@njleg.org","http://www.njleg.state.nj.us/members/leadership.asp","Rumpf","Brian","E.","","","","","","","","","","","","","","","","","","","","","","","",""
1587,"SS","State Senate","Secretary of the Senate",29,"Nevada",13,"Legislative Building","401 South Carson Street","Carson City","NV","89701","(775) 684-1401","(775) 684-6522","dbyerman@lcb.state.nv.us","http://www.leg.state.nv.us/Senate/ByermanBio.pdf","Byerman","David","A.","","","","","","","","","","","","","","","","","","","","","","","",""
1589,"SH","State House","Assembly Deputy Floor Manager",20,"California",18,"Room 2158 State Capitol","1303 Tenth Street","Sacramento","CA","95814-0068","(916) 319-2068","(916) 319-2168","http://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD68","http://arc.asm.ca.gov/member/AD68/","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
1591,"SH","State House","House Minority Deputy Whip",1,"Florida",15,"Room 405 House Office Building","402 South Monroe Street","Tallahassee","FL","32399-1300","(850) 717-5104","","http://myfloridahouse.gov/Sections/Representatives/emailrepresentative.aspx?MemberId=4557&SessionId=86","http://www.myfloridahouse.gov/Sections/LeadershipOffices/HouseMinority/LeadershipTeam.aspx","Stark","Richard","N.","","","","","","","","","","","","","","","","","","","","","","","",""
1592,"SS","State Senate","Senate Majority Floor Leader Emeritus",6,"Indiana",6,"State House","200 West Washington Street","Indianapolis","IN","46204-2785","(317) 232-9400","","Senator.Zakas@iga.in.gov","http://www.indianasenaterepublicans.com/senators/leadership/","Zakas","Joe","","","","","","","","","","","","","","","","","","","","","","","","",""
1594,"SH","State House","Assembly Assistant Majority Whip",29,"Nevada",8,"Legislative Building","401 South Carson Street","Carson City","NV","89701","(702) 371-6217","","Heidi.Swank@asm.state.nv.us","http://www.leg.state.nv.us/App/Legislator/A/Assembly/79th2017","Swank","Heidi","A.","","","","","","","","","","","","","","","","","","","","","","","",""
1605,"SH","State House","Assistant Speaker Pro Tempore of the House",14,"Michigan",3,"Room N-995 Cora B. Anderson House Office Building","124 North Capitol Avenue","Lansing","MI","48909-7514","(517) 373-1774","","MargaretOBrien@house.mi.gov","http://www.gophouse.com/welcome.asp?District=061","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
1607,"SH","State House","House Assistant Majority Floor Leader",14,"Michigan",6,"Room N-1190 Cora B. Anderson House Office Building","124 North Capitol Avenue","Lansing","MI","48909-7514","(517) 373-0846","","LisaLyons@house.mi.gov","http://www.gophouse.com/welcome.asp?District=086","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
1608,"SH","State House","House Majority Caucus Chair",14,"Michigan",8,"Room N-1093 Cora B. Anderson House Office Building","124 North Capitol Avenue","Lansing","MI","48909-7514","(517) 373-8900","","daveagema@house.mi.gov","http://www.gophouse.com/welcome.asp?District=074","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
1609,"SH","State House","House Majority Caucus Vice Chair",14,"Michigan",9,"Room N-1193 Cora B. Anderson House Office Building","124 North Capitol Avenue","Lansing","MI","48909-7514","(517) 373-0838","","AmandaPrice@house.mi.gov","http://www.gophouse.com/welcome.asp?District=089","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
1610,"SH","State House","House Majority Whip",14,"Michigan",10,"Room 141 Capitol Building","111 South Capitol Avenue","Lansing","MI","48909-7514","(517) 373-0843","","PeteLund@house.mi.gov","http://www.gophouse.com/welcome.asp?District=036","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
1611,"SH","State House","House Majority Whip",27,"Montana",6,"State Capitol","1301 East 6th Avenue","Helena","MT","59620","(406) 444-4800","(406) 444-4825","Rep.Theresa.Manzella@mt.gov","http://leg.mt.gov/css/house/Default.asp#leaders","Manzella","Theresa","","","","","","","","","","","","","","","","","","","","","","","","",""
1612,"SH","State House","House Majority Whip",27,"Montana",7,"State Capitol","1301 East 6th Avenue","Helena","MT","59620","(406) 444-4800","(406) 444-4825","Rep.Brad.Tschida@mt.gov","http://leg.mt.gov/css/house/Default.asp#leaders","Tschida","Brad","","","","","","","","","","","","","","","","","","","","","","","","",""
1615,"SS","State Senate","Senate Assistant Democratic Leader",7,"Iowa",14,"State Capitol","1007 East Grand Avenue","Des Moines","IA","50319","(515) 281-3371","(515) 242-5212","tim.kapucian@legis.state.ia.us","http://www.legis.iowa.gov/Legislators/legislator.aspx?GA=85&PID=7483","Mathis","Liz","","","","","","","","","","","","","","","","","","","","","","","","",""
1616,"SH","State House","Chief Engrossing Clerk",43,"Tennessee",22,"2nd Floor State Capitol","","Nashville","TN","37243","(615) 741-2488","","","http://www.capitol.tn.gov/house/staff/#ceclerk","Glass","Greg","","","","","","","","","","","","","","","","","","","","","","","","",""
1617,"SH","State House","Sergeants At Arms",43,"Tennessee",24,"Room 19 Legislative Plaza","6th Avenue North","Nashville","TN","37243","(615) 741-0709","","","http://www.capitol.tn.gov/house/staff/#serg","Thompson","Victor","","","","","","","","","","","","","","","","","","","","","","","","",""
1618,"SS","State Senate","Sergeants At Arms",43,"Tennessee",13,"Room 1 Legislative Plaza","6th Avenue North","Nashville","TN","37243","(615) 741-4524","","","http://www.capitol.tn.gov/senate/staff/#serg","Keaton","Don","","","","","","","","","","","","","","","","","","","","","","","","",""
1619,"SS","State Senate","Chief Engrossing Clerk",43,"Tennessee",14,"Ground Floor, Suite G-1 State Capitol","","Nashville","TN","37243","(615) 741-1306","","jordan.young@capitol.tn.gov","http://www.capitol.tn.gov/senate/staff/#ceclerk","Young","Jordan","","","","","","","","","","","","","","","","","","","","","","","","",""
1621,"SS","State Senate","Senate Minority Leader",17,"Alaska",3,"Room 9 State Capitol","120 4th Street","Juneau","AK","99801","(907) 465-4930","","Senator.Berta.Gardner@akleg.gov","http://akleg.gov/senate.php","Gardner","Berta","","","","","","","","","","","","","","","","","","","","","","","","",""
1622,"SS","State Senate","Administration Floor Leader",2,"Georgia",15,"Room 113 State Capitol Building","206 Washington Street","Atlanta","GA","30334","(404) 651-7454","(404) 651-5795","p.k.martin@senate.ga.gov","http://www.senate.ga.gov/senators/en-US/SenateLeadership2018.aspx","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
1623,"SH","State House","House Majority Whip",3,"Hawaii",9,"Room 419 State Capitol","415 South Beretania Street","Honolulu","HI","96813","(808) 586-6520","(808) 586-6521","repaquino@Capitol.hawaii.gov","http://www.capitol.hawaii.gov/members/leadership.aspx?chamber=H","Aquino","Henry","J.C.","","","","","","","","","","","","","","","","","","","","","","","",""
1629,"SH","State House","House Assistant Minority Leader",3,"Hawaii",15,"Room 330 State Capitol","415 South Beretania Street","Honolulu","HI","96813","(808) 586-9730","(808) 586-9738","repmcdermott@capitol.hawaii.gov","http://www.capitol.hawaii.gov/members/leadership.aspx?chamber=H","McDermott","Robert","C.","","","","","","","","","","","","","","","","","","","","","","","",""
1630,"SS","State Senate","Senate President Pro Tempore",5,"Illinois",2,"Room 329 Capitol Building","301 South Second Street","Springfield","IL","62706","(217) 782-8176","(217) 558-6013","dharmon@senatedem.ilga.gov","http://www.ilga.gov/senate/Senator.asp?GA=99&MemberID=2125","Harmon","Don","","","","","","","","","","","","","","","","","","","","","","","","",""
1631,"SS","State Senate","Senate Majority Caucus Chair",5,"Illinois",9,"Room 619 Capitol Building","301 South Second Street","Springfield","IL","62706","(217) 782-5966","","mhunter@senatedem.ilga.gov","http://www.ilga.gov/senate/100GA_Senate_Leadership.pdf","Hunter","Mattie","","","","","","","","","","","","","","","","","","","","","","","","",""
1633,"SS","State Senate","Senate Secretary",17,"Alaska",4,"Room 211 State Capitol","120 4th Street","Juneau","AK","99801-1182","(907) 465-3701","(907) 465-2832","senate.secretary@akleg.gov","http://akleg.gov/senate.php","Clark","Liz","","","","","","","","","","","","","","","","","","","","","","","","",""
1635,"SH","State House","Chief Clerk",17,"Alaska",6,"Room 202 Thomas B. Stewart Building","","Juneau","AK","99801","(907) 465-3725","(907) 465-5334","","http://akleg.gov/house.php","Jones","Crys","","","","","","","","","","","","","","","","","","","","","","","","",""
1637,"SH","State House","Assembly Republican Whip",20,"California",17,"State Capitol","1303 Tenth Street","Sacramento","CA","95814-0040","(916) 319-2075","(916) 319-2175","http://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD75&keepThis=true&","http://arc.asm.ca.gov/member/AD75/","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
1639,"SH","State House","House Minority Whip",21,"Colorado",10,"Colorado State Capitol","200 East Colfax Avenue","Denver","CO","80203-1784","(303) 866-2907","","perrybuck49@gmail.com","http://leg.colorado.gov/legislators?session_id=10171","Buck","Perry","L.","","","","","","","","","","","","","","","","","","","","","","","",""
1641,"SS","State Senate","Senate Minority Whip",21,"Colorado",10,"Room 346 Colorado State Capitol","200 East Colfax Avenue","Denver","CO","80203-1784","(303) 866-6364","","michael.merrifield.senate@state.co.us","http://leg.colorado.gov/legislators?session_id=10171","Merrifield","Michael","G.","","","","","","","","","","","","","","","","","","","","","","","",""
1643,"SH","State House","Clerk of the House",5,"Illinois",23,"Room 420 Stratton Office Building","401 South Spring Street","Springfield","IL","62706","(217) 782-8223","","","http://www.ilga.gov/house/100th_House_Officers.pdf","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
1644,"SH","State House","Chief Doorkeeper",5,"Illinois",24,"Capitol Building","301 South Second Street","Springfield","IL","62706","(217) 782-8223","","","http://www.ilga.gov/house/98th_House_Officers.pdf","Crawford","Lee","A.","","","","","","","","","","","","","","","","","","","","","","","",""
1645,"SH","State House","Parliamentarian",5,"Illinois",25,"Room 402 Capitol Building","301 South Second Street","Springfield","IL","62706","(217) 782-8223","","","http://www.ilga.gov/house/100th_House_Officers.pdf","Cox","Justin","","","","","","","","","","","","","","","","","","","","","","","","",""
1646,"SH","State House","Assistant Clerk of the House",5,"Illinois",26,"Room 420 Capitol Building","301 South Second Street","Springfield","IL","62706","(217) 782-8223","","","http://www.ilga.gov/house/98th_House_Officers.pdf","Bolin","Bradley","S.","","","","","","","","","","","","","","","","","","","","","","","",""
1648,"SH","State House","House Assistant Minority Whip",49,"West Virginia",21,"Room 231E State Capitol - Building 1","1900 Kanawha Boulevard West","Charleston","WV","25305","(304) 340-3102","","richard.iaquinta@wvhouse.gov","http://www.legis.state.wv.us/House/roster.cfm","Iaquinta","Richard","J.","","","","","","","","","","","","","","","","","","","","","","","",""
1650,"SH","State House","Assistant Clerk of the House",11,"Maine",7,"Room 300 2 State House Station","","Augusta","ME","04333-0002","(207) 287-1400","","Jennifer.McGowan@legislature.maine.gov","http://legislature.maine.gov/house/hoffice.htm#AsstClk","McGowan","Jennifer","E.","","","","","","","","","","","","","","","","","","","","","","","",""
1653,"SH","State House","House Minority Caucus Vice Chair",48,"Washington",19,"Room 426B Modular Building C","","Olympia","WA","98504","(360) 786-7844","","joe.schmick@leg.wa.gov","http://houserepublicans.wa.gov/Joe-Schmick/","Schmick","Joe","","","","","","","","","","","","","","","","","","","","","","","","",""
1656,"SH","State House","House Majority Whip",15,"Minnesota",3,"Room 531 State Office Building","100 Dr. Martin Luther King Jr. Boulevard","St. Paul","MN","55155","(651) 296-4247","","rep.ron.kresha@house.mn","http://www.house.leg.state.mn.us/members/houseleaders.asp","Kresha","Ron","","","","","","","","","","","","","","","","","","","","","","","","",""
1660,"SS","State Senate","Senate Majority Whip",42,"South Dakota",6,"Room 411 State Capitol","501 East Capitol Avenue","Pierre","SD","57501-5070","(605) 773-3821","","Kris.Langer@sdlegislature.gov","http://sdlegislature.gov/docs/legsession/2018/SenateDirectory.pdf","Langer","Kris","","","","","","","","","","","","","","","","","","","","","","","","",""
1661,"SS","State Senate","Senate Majority Whip",42,"South Dakota",7,"Room 411 State Capitol","501 East Capitol Avenue","Pierre","SD","57501-5070","(605) 773-3821","(605) 322-7834","Al.Novstrup@sdlegislature.gov","http://sdlegislature.gov/docs/legsession/2018/SenateDirectory.pdf","Novstrup","Al","","","","","","","","","","","","","","","","","","","","","","","","",""
1663,"SH","State House","House Assistant Republican Leader",38,"Oregon",17,"Room H-390 State Capitol","900 Court Street, NE","Salem","OR","97301","(503) 986-1453","","rep.carlwilson@state.or.us","http://www.oregonlegislature.gov/houserepublicans/Pages/leaders.aspx","Wilson","Carl","W.","","","","","","","","","","","","","","","","","","","","","","","",""
1664,"SH","State House","House Assistant Republican Leader",38,"Oregon",16,"Room H-388 State Capitol","900 Court Street, NE","Salem","OR","97301","(503) 986-1417","","Rep.SherrieSprenger@oregonlegislature.gov","https://www.oregonlegislature.gov/houserepublicans/Pages/leaders.aspx","Sprenger","Sherrie","","","","","","","","","","","","","","","","","","","","","","","","",""
1666,"SS","State Senate","Senate Democratic Caucus Secretary",34,"North Carolina",10,"Room 1118 Legislative Office Building","300 North Salisbury Street","Raleigh","NC","27601","(919) 733-9349","","Ben.Clark@ncleg.net","http://www.ncleg.net/gascripts/members/leadershipList.pl?sChamber=Senate","Clark","Ben","","","","","","","","","","","","","","","","","","","","","","","","",""
