"UID","PID","LEGTYPE","CHAMBER","STATECODE","DISTRICT","DISTRAIL","FIRSTNAME","LASTNAME","MIDNAME","PREFIX","GENSUFFIX","TITLE","BIOTYPE","SOURCE","BIODATE","DOCUMENT"
In 1995, Graham joined the U.S. Air Force Reserves. During American military operations in Iraq and Afghanistan, Graham put his experience in military law to use pulling numerous short-term Reserve duties in both countries over congressional breaks and holidays.

Graham retired from the Air Force Reserves in June 2015 having served his country in uniform for 33 years. He retired at the rank of Colonel.

A native South Carolinian, Graham grew up in a blue collar family in the small town of Central where his parents ran a restaurant and pool hall. The first member of his family to go to college, Graham earned his undergraduate and law degrees from the University of South Carolina. He lives in Seneca and is a member of Corinth Baptist Church."

31838,267175,"FL","H","FL","17","","Tom","Rooney","J.","Rep.","","US Representative","Narrative Bio","",2017-05-11 00:00:00,"Tom Rooney was raised in Palm Beach Gardens, FL. Following high school, he went on to play college football at Syracuse University and Washington and Jefferson College. After receiving his BA in English Literature, Tom worked for Senator Connie Mack in Washington, DC.

Tom returned home to Florida to attend the University of Florida where he received a Masters Degree and the University of Miami, School of Law where he earned his J.D. and met his wife Tara.

After graduation, Tom and Tara spent over four years in the United States Army JAG Corps. Most notably he served as Special Assistant U.S. Attorney on Fort Hood, TX prosecuting all civilian crimes on post. In 2002, Tom was selected to teach Constitutional and Criminal Law at the United States Military Academy at West Point.

In 2004, Tom returned to Florida and went to work as an Assistant Attorney General. After leaving the Attorney General's office, he became CEO of ""The Children's Place at Home Safe"" a home for abused and neglected children. He was later appointed by Governor Bush to the Children's Services Council of Palm Beach County Board of Directors. In 2006, Tom entered private practice and joined a Stuart law firm.

On November 4th 2008, Tom was elected to the U.S. House of Representatives. He represents Florida's 17th district. He sits on the House Appropriations Committee's Subcommittee's on Agriculture, Military Construction and Veterans Affairs, and State and Foreign Operations. He is a member of the House Permanent Select Committee on Intelligence, and serves as Chairman of the Intelligence Subcommittee on Emerging Threats.  He also serves as a Deputy Whip for the Majority.

Tom and Tara live in Okeechobee with their three young sons- Tommy Jr., Sean, and Seamus."

31840,218595,"FL","H","FL","13","","Charles","Crist","J.","Rep.","","US Representative","Narrative Bio","",2018-06-12 00:00:00,"Charlie Crist is honored to represent Florida's 13th, the most beautiful congressional district in the country. The district covers Pinellas County from Clearwater down through St. Pete, where he grew up.

Charlie has spent his life's work serving his fellow Floridians. He was elected to the Florida State Senate in 1992, where he championed environmental protection issues and public education. In 2000, after two terms in the Florida Senate, Charlie continued to push for education funding and better teacher pay as the state's Education Commissioner. In 2002, he was elected Florida Attorney General, a role through which he fought for consumer protections, civil rights, and opportunities for at-risk youth. 

Elected as Florida's 44th Governor, Charlie furthered his commitment to public education, using federal stimulus funding to save thousands of teachers' jobs. As a staunch environmental advocate, he also secured a landmark land acquisition to preserve the Florida Everglades, and fought to hold BP accountable after the 2010 oil spill that ravaged Florida's coastline. He continued to lead efforts to protect civil rights, taking action to automatically restore voting rights of non-violent ex-felons and to extend voting hours across the state for all Floridians.
